drug_code,brand_name,ai_group_no,company_name,drug_identification_number
89833,DONEPEZIL HYDROCHLORIDE TABLETS USP,0131548002,DR REDDYS LABORATORIES LTD,02413698
89841,MEROPENEM FOR INJECTION USP,0128599003,PFIZER CANADA INC,02413787
89846,SANDOZ TRAVOPROST / TIMOLOL PQ,0251602001,SANDOZ CANADA INCORPORATED,02413817
89849,OXALIPLATIN FOR INJECTION,0152220001,HOSPIRA HEALTHCARE CORPORATION,02413833
89850,OXALIPLATIN FOR INJECTION,0152220002,HOSPIRA HEALTHCARE CORPORATION,02413841
89852,HEMOSATE ULTRA HS0125,0652910001,TQM ENTERPRISES LIMITED,02413876
89853,HEMOSATE ULTRA HS1125,0752576002,TQM ENTERPRISES LIMITED,02413892
89855,HEMOSATE ULTRA HS2125,0752576003,TQM ENTERPRISES LIMITED,02413906
89856,HEMOSATE ULTRA HS3125,0752576004,TQM ENTERPRISES LIMITED,02413914
89857,HEMOSATE ULTRA HS4125,0752576005,TQM ENTERPRISES LIMITED,02413922
89859,HEMOSATE ULTRA HS1150,0752576006,TQM ENTERPRISES LIMITED,02413930
89860,HEMOSATE ULTRA HS2150,0752576007,TQM ENTERPRISES LIMITED,02413957
89861,HEMOSATE ULTRA HS3150,0752576008,TQM ENTERPRISES LIMITED,02413965
89880,DOM-VALSARTAN,0131885003,DOMINION PHARMACAL,02414139
89882,DOM-VALSARTAN,0131885002,DOMINION PHARMACAL,02414163
89883,DOM-VALSARTAN,0131885004,DOMINION PHARMACAL,02414171
89894,TARO-LATANOPROST,0132916002,TARO PHARMACEUTICALS INC,02414287
89902,AURO-SILDENAFIL,0136261001,AURO PHARMA INC,02414368
89903,AURO-SILDENAFIL,0136261002,AURO PHARMA INC,02414376
89904,AURO-SILDENAFIL,0136261003,AURO PHARMA INC,02414384
89910,PREGABALIN,0151121001,RANBAXY PHARMACEUTICALS CANADA INC.,02414457
89911,PREGABALIN,0151121002,RANBAXY PHARMACEUTICALS CANADA INC.,02414465
89912,PREGABALIN,0151121003,RANBAXY PHARMACEUTICALS CANADA INC.,02414473
89913,PREGABALIN,0151121005,RANBAXY PHARMACEUTICALS CANADA INC.,02414481
89914,PREGABALIN,0151121007,RANBAXY PHARMACEUTICALS CANADA INC.,02414503
89915,PREGABALIN,0151121008,RANBAXY PHARMACEUTICALS CANADA INC.,02414511
89926,IRBESARTAN,0131700001,RANBAXY PHARMACEUTICALS CANADA INC.,02414635
89927,IRBESARTAN,0131700002,RANBAXY PHARMACEUTICALS CANADA INC.,02414643
89928,IRBESARTAN,0131700003,RANBAXY PHARMACEUTICALS CANADA INC.,02414651
89939,DOM-LANSOPRAZOLE,0127666002,DOMINION PHARMACAL,02414767
89958,PB-SILDENAFIL,0136261001,PB PHARMA INC,02414953
89959,PB-SILDENAFIL,0136261002,PB PHARMA INC,02414961
89960,PB-SILDENAFIL,0136261003,PB PHARMA INC,02414988
89985,PANTOPRAZOLE,0133229002,RANBAXY PHARMACEUTICALS CANADA INC.,02415232
89986,PANTOPRAZOLE,0133229001,RANBAXY PHARMACEUTICALS CANADA INC.,02415240
89987,IPG-PANTOPRAZOLE,0133229002,MARCAN PHARMACEUTICALS INC,02415259
89988,IPG-PANTOPRAZOLE,0133229001,MARCAN PHARMACEUTICALS INC,02415267
89990,JAMP RABEPRAZOLE,0143681001,JAMP PHARMA CORPORATION,02415283
89991,JAMP RABEPRAZOLE,0143681002,JAMP PHARMA CORPORATION,02415291
89992,APO-TRAVOPROST-TIMOP,0251602001,APOTEX INC,02415305
90010,SELECTBAG ONE (AX2550G),0554851010,BAXTER CORPORATION,02415518
90032,SPF 30 SUNSCREEN,0544758121,WORTHY PROMOTIONAL PRODUCTS,02415704
90031,SMOOTH MINT LIP BALM,0322013016,WORTHY PROMOTIONAL PRODUCTS,02415712
90034,REVLON AGE DEFYING FIRMING + LIFTING MAKEUP,0216790138,REVLON CANADA INC,02415747
90038,ALLERGY CONTROL DESLORATADINE,0143961001,PHARMASCIENCE INC,02415771
90062,CACITRIX,0253288001,ORIMED PHARMA INC,02416042
90064,FLUDARABINE PHOSPHATE INJECTION,0123842003,OMEGA LABORATORIES LTD,02416069
90072,IPG-PREGABALIN,0151121001,MARCAN PHARMACEUTICALS INC,02416131
90073,IPG-PREGABALIN,0151121002,MARCAN PHARMACEUTICALS INC,02416158
90074,IPG-PREGABALIN,0151121003,MARCAN PHARMACEUTICALS INC,02416166
90075,IPG-PREGABALIN,0151121004,MARCAN PHARMACEUTICALS INC,02416174
90076,IPG-PREGABALIN,0151121005,MARCAN PHARMACEUTICALS INC,02416182
90077,IPG-PREGABALIN,0151121006,MARCAN PHARMACEUTICALS INC,02416190
90078,IPG-PREGABALIN,0151121007,MARCAN PHARMACEUTICALS INC,02416204
90079,IPG-PREGABALIN,0151121008,MARCAN PHARMACEUTICALS INC,02416212
90080,IPG-CANDESARTAN,0135220003,MARCAN PHARMACEUTICALS INC,02416220
90083,IPG-CANDESARTAN,0135220004,MARCAN PHARMACEUTICALS INC,02416247
90084,ALMAY SMART SHADE CC CREAM,0327582037,REVLON CANADA INC,02416263
90085,REVLON AGE DEFYING CC CREAM,0327582037,REVLON CANADA INC,02416271
90089,RAN-OXYCODONE CR,0107552007,RANBAXY PHARMACEUTICALS CANADA INC.,02416336
90090,RAN-OXYCODONE CR,0107552001,RANBAXY PHARMACEUTICALS CANADA INC.,02416344
90091,RAN-OXYCODONE CR,0107552005,RANBAXY PHARMACEUTICALS CANADA INC.,02416352
90092,RAN-OXYCODONE CR,0107552009,RANBAXY PHARMACEUTICALS CANADA INC.,02416360
90093,RAN-OXYCODONE CR,0107552006,RANBAXY PHARMACEUTICALS CANADA INC.,02416379
90109,NIKKI,0250430002,LUPIN LIMITED,02416492
90110,QISMETTE 21,0250430001,LUPIN LIMITED,02416506
90111,QISMETTE 28,0250430001,LUPIN LIMITED,02416514
90115,MAR-PANTOPRAZOLE,0133229002,MARCAN PHARMACEUTICALS INC,02416557
90125,LIGHT MOISTURIZING ANTIBACTERIAL HAND SOAP,0104993016,VI-JON INC,02416670
90126,PREGABALIN,0151121001,ALEMBIC PHARMACEUTICALS LIMITED,02416689
90127,PREGABALIN,0151121002,ALEMBIC PHARMACEUTICALS LIMITED,02416697
90128,PREGABALIN,0151121003,ALEMBIC PHARMACEUTICALS LIMITED,02416700
90129,PREGABALIN,0151121004,ALEMBIC PHARMACEUTICALS LIMITED,02416719
90130,PREGABALIN,0151121005,ALEMBIC PHARMACEUTICALS LIMITED,02416727
90131,PREGABALIN,0151121006,ALEMBIC PHARMACEUTICALS LIMITED,02416735
90132,PREGABALIN,0151121007,ALEMBIC PHARMACEUTICALS LIMITED,02416743
90133,PREGABALIN,0151121008,ALEMBIC PHARMACEUTICALS LIMITED,02416751
90150,DERMASEPTIC,0108865001,VALEANT CANADA LP/VALEANT CANADA S.E.C.,02416891
90168,PIOGLITAZONE,0141541001,ACCEL PHARMA INC,02417049
90169,PIOGLITAZONE,0141541002,ACCEL PHARMA INC,02417057
90170,PIOGLITAZONE,0141541003,ACCEL PHARMA INC,02417065
90177,NIASTASE RT,0136061006,NOVO NORDISK CANADA INC,02417146
90205,MINT-PANTOPRAZOLE,0133229002,MINT PHARMACEUTICALS INC,02417421
90219,ESOMEPRAZOLE,0145162001,ETHYPHARM INC,02417480
90221,ESOMEPRAZOLE,0145162002,ETHYPHARM INC,02417499
90210,MAR-PREGABALIN,0151121004,MARCAN PHARMACEUTICALS INC,02417553
90212,MAR-PREGABALIN,0151121006,MARCAN PHARMACEUTICALS INC,02417588
90213,MAR-PREGABALIN,0151121007,MARCAN PHARMACEUTICALS INC,02417596
90214,MAR-PREGABALIN,0151121008,MARCAN PHARMACEUTICALS INC,02417618
90234,OLAY TOTAL EFFECTS 7-IN-1 ANTI-AGING UV MOISTURIZER FRAGRANCE-FREE,0451521002,PROCTER & GAMBLE INC,02417707
90233,FUNGICURE ATHLETE'S FOOT CREAM,0102537001,"ALVA-AMCO PHARMACAL COMPANIES, INC.",02417715
90239,COPPERTONE SPORT SUNSCREEN LIP BALM SPF 30,0424654019,BAYER INC,02417774
90248,DOCUSATE SODIUM,0104351002,NUGALE PHARMACEUTICAL INC,02417863
90260,TORRENT-PIOGLITAZONE,0141541001,TORRENT PHARMACEUTICALS LIMITED,02418002
90261,TORRENT-PIOGLITAZONE,0141541002,TORRENT PHARMACEUTICALS LIMITED,02418010
90262,TORRENT-PIOGLITAZONE,0141541003,TORRENT PHARMACEUTICALS LIMITED,02418029
90264,M.A.C PREP + PRIME BB BEAUTY BALM SPF 50,0544758104,MAKE UP ART COSMETICS DIST MAC,02418045
90268,ANTI-NAUSEANT,0102747004,TEVA CANADA LIMITED,02418096
90274,CHILDREN'S MUCINEX CHEST CONGESTION LIQUID,0103181002,RECKITT BENCKISER (CANADA) INC,02418169
90283,MAGIC TOOSH,0255130001,MAGIC TOOSH INC,02418266
90289,SANDOZ ENTECAVIR,0151648001,SANDOZ CANADA INCORPORATED,02418312
90295,AZITHROMYCIN,0126072002,DOMINION PHARMACAL,02418363
90296,AZITHROMYCIN,0126072003,DOMINION PHARMACAL,02418371
90304,BENYLIN ANTISEPTIC THROAT LOZENGES,0206936001,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,02418479
90317,LUPIN-CELECOXIB,0137043001,LUPIN PHARMA CANADA LIMITED,02418606
90318,LUPIN-CELECOXIB,0137043002,LUPIN PHARMA CANADA LIMITED,02418622
90327,IPG-CELECOXIB,0137043001,MARCAN PHARMACEUTICALS INC,02418703
90328,IPG-CELECOXIB,0137043002,MARCAN PHARMACEUTICALS INC,02418711
90339,IPG-RAMIPRIL,0122858001,MARCAN PHARMACEUTICALS INC,02418843
90340,IPG-RAMIPRIL,0122858004,MARCAN PHARMACEUTICALS INC,02418851
90341,IPG-RAMIPRIL,0122858003,MARCAN PHARMACEUTICALS INC,02418878
90342,IPG-RAMIPRIL,0122858002,MARCAN PHARMACEUTICALS INC,02418886
90343,IPG-RAMIPRIL,0122858005,MARCAN PHARMACEUTICALS INC,02418894
90346,ZOLMITRIPTAN,0134381001,JUBILANT GENERICS LIMITED,02418924
90350,ALLERTIN,0120416001,APOTEX INC,02418959
90352,IPG-OLANZAPINE,0128783001,MARCAN PHARMACEUTICALS INC,02418975
90353,IPG-OLANZAPINE,0128783003,MARCAN PHARMACEUTICALS INC,02418983
90354,IPG-OLANZAPINE,0128783004,MARCAN PHARMACEUTICALS INC,02418991
90355,IPG-OLANZAPINE,0128783002,MARCAN PHARMACEUTICALS INC,02419009
90356,IPG-OLANZAPINE,0128783005,MARCAN PHARMACEUTICALS INC,02419017
90357,IPG-OLANZAPINE,0128783006,MARCAN PHARMACEUTICALS INC,02419025
90376,IPG-GALANTAMINE ER,0144660002,MARCAN PHARMACEUTICALS INC,02419238
90377,IPG-GALANTAMINE ER,0144660004,MARCAN PHARMACEUTICALS INC,02419246
90378,IPG-GALANTAMINE ER,0144660005,MARCAN PHARMACEUTICALS INC,02419254
90379,EXTRA STRENGTH BISMUTH,0111864004,ACTAVIS PHARMA COMPANY,02419262
90401,OLANZAPINE,0128783001,JUBILANT GENERICS LIMITED,02419386
90402,OLANZAPINE,0128783003,JUBILANT GENERICS LIMITED,02419394
90403,OLANZAPINE,0128783004,JUBILANT GENERICS LIMITED,02419408
90404,OLANZAPINE,0128783002,JUBILANT GENERICS LIMITED,02419416
90405,OLANZAPINE,0128783005,JUBILANT GENERICS LIMITED,02419424
90406,OLANZAPINE,0128783006,JUBILANT GENERICS LIMITED,02419432
90407,ZOLMITRIPTAN-ODT,0134381001,JUBILANT GENERICS LIMITED,02419440
90417,AMLODIPINE BESYLATE TABLETS USP,0131437003,ACCORD HEALTHCARE INC,02419556
90418,AMLODIPINE BESYLATE TABLETS USP,0131437002,ACCORD HEALTHCARE INC,02419564
90419,AMLODIPINE BESYLATE TABLETS USP,0131437001,ACCORD HEALTHCARE INC,02419572
90441,RAN-RABEPRAZOLE EC,0143681001,RANBAXY PHARMACEUTICALS CANADA INC.,02419785
90442,RAN-RABEPRAZOLE EC,0143681002,RANBAXY PHARMACEUTICALS CANADA INC.,02419793
90455,REVERSA SUNSCREEN CREAM SPF 50+,0218882016,DERMTEK PHARMA INC,02419920
90456,REVERSA SUNSCREEN CREAM SPF 30,0218882041,DERMTEK PHARMA INC,02419939
90481,"CARBOPLATIN INJECTION, BP",0117892002,MYLAN PHARMACEUTICALS ULC,02420228
90483,RBX-CELECOXIB,0137043001,RANBAXY PHARMACEUTICALS CANADA INC.,02420236
90484,RBX-CELECOXIB,0137043002,RANBAXY PHARMACEUTICALS CANADA INC.,02420244
90509,TEVA-MOXIFLOXACIN,0142242003,TEVA CANADA LIMITED,02420511
90521,FLUZONE QUADRIVALENT,0455410001,SANOFI PASTEUR LIMITED,02420635
90523,FLUZONE QUADRIVALENT,0455410001,SANOFI PASTEUR LIMITED,02420651
90525,ACTIVATED CHARCOAL,0106680029,JAMP PHARMA CORPORATION,02420694
90528,LIDODAN CREAM 4%,0103565009,ODAN LABORATORIES LTD,02420716
90529,LIDODAN CREAM 5%,0103565001,ODAN LABORATORIES LTD,02420724
90532,IPG-LISINOPRIL,0121550003,MARCAN PHARMACEUTICALS INC,02420759
90533,IPG-LISINOPRIL,0121550001,MARCAN PHARMACEUTICALS INC,02420767
90534,IPG-LISINOPRIL,0121550002,MARCAN PHARMACEUTICALS INC,02420775
90536,IPG-CLOPIDOGREL,0134440001,MARCAN PHARMACEUTICALS INC,02420791
90537,IPG-CLOPIDOGREL,0134440002,MARCAN PHARMACEUTICALS INC,02420805
90551,EXTRA STRENGTH MULTI-SYMPTOM RELIEF SUGAR FREE,0351461005,PHARMETICS (2011) INC,02420929
90556,ZOLEDRONIC ACID FOR INJECTION CONCENTRATE,0141761002,MYLAN PHARMACEUTICALS ULC,02420961
90559,IPG-LOSARTAN,0127971001,MARCAN PHARMACEUTICALS INC,02420996
90560,IPG-LOSARTAN,0127971003,MARCAN PHARMACEUTICALS INC,02421003
90561,IPG-LOSARTAN,0127971002,MARCAN PHARMACEUTICALS INC,02421011
90569,GEN-CLOZAPINE,0122583003,MYLAN PHARMACEUTICALS ULC,02421097
90572,IPG-EZETIMIBE,0149164001,MARCAN PHARMACEUTICALS INC,02421119
90574,MINT-LATANOPROST,0132916002,MINT PHARMACEUTICALS INC,02421127
90573,CPD SOLUTION,0455430001,LABORATORIOS GRIFOLS S.A.,02421135
90575,SAG-MANNITOL SOLUTION,0455371001,LABORATORIOS GRIFOLS S.A.,02421143
90576,AMLODIPINE,0131437002,JUBILANT GENERICS LIMITED,02421151
90577,AMLODIPINE,0131437001,JUBILANT GENERICS LIMITED,02421178
90579,OLAY COMPLETE ALL DAY MOISTURE WITH SUNSCREEN BROAD SPECTRUM SPF 30 NORMAL,0544758087,PROCTER & GAMBLE INC,02421194
90593,MINT-RAMIPRIL,0122858001,MINT PHARMACEUTICALS INC,02421291
90606,DROSPIRENONE AND ETHINYL ESTRADIOL TABLETS USP (21-DAY REGIMEN),0250430001,GLENMARK PHARMACEUTICALS CANADA INC.,02421437
90607,DROSPIRENONE AND ETHINYL ESTRADIOL TABLETS USP (28-DAY REGIMEN),0250430001,GLENMARK PHARMACEUTICALS CANADA INC.,02421445
90608,DONEPEZIL,0131548001,RANBAXY PHARMACEUTICALS CANADA INC.,02421453
90609,DONEPEZIL,0131548002,RANBAXY PHARMACEUTICALS CANADA INC.,02421461
90612,RAN-MEROPENEM,0128599001,RANBAXY PHARMACEUTICALS CANADA INC.,02421518
90613,RAN-MEROPENEM,0128599003,RANBAXY PHARMACEUTICALS CANADA INC.,02421526
90621,NAT-RIZATRIPTAN,0137841001,NATCO PHARMA (CANADA) INC,02421569
90622,NAT-RIZATRIPTAN,0137841002,NATCO PHARMA (CANADA) INC,02421577
90638,ZOLEDRONIC ACID - A,0141761003,SANDOZ CANADA INCORPORATED,02421720
90657,IPG-ESCITALOPRAM,0150435001,MARCAN PHARMACEUTICALS INC,02421879
90658,IPG-ESCITALOPRAM,0150435002,MARCAN PHARMACEUTICALS INC,02421887
90659,IPG-ESCITALOPRAM,0150435003,MARCAN PHARMACEUTICALS INC,02421895
90660,IPG-ESCITALOPRAM,0150435004,MARCAN PHARMACEUTICALS INC,02421909
90674,CISPLATIN INJECTION,0113245002,OMEGA LABORATORIES LTD,02422034
90686,MYOVIEW 30ML,0152605002,GE HEALTHCARE CANADA INC,02422158
90696,MAR-CLOPIDOGREL,0134440002,MARCAN PHARMACEUTICALS INC,02422263
90707,SUNRIGHT 50 SPF 50,0655451001,NSE PRODUCTS INC.,02422387
90709,HEMASATE ULTRA HS2150,0655470001,CHIEF MEDICAL SUPPLIES LTD,02422409
90710,HEMASATE ULTRA HS4125,0655470002,CHIEF MEDICAL SUPPLIES LTD,02422417
90715,MAR-LOSARTAN,0127971001,MARCAN PHARMACEUTICALS INC,02422468
90716,MAR-LOSARTAN,0127971003,MARCAN PHARMACEUTICALS INC,02422476
90717,MAR-LOSARTAN,0127971002,MARCAN PHARMACEUTICALS INC,02422484
90719,MAR-LISINOPRIL,0121550003,MARCAN PHARMACEUTICALS INC,02422506
90720,MAR-LISINOPRIL,0121550001,MARCAN PHARMACEUTICALS INC,02422514
90721,MAR-LISINOPRIL,0121550002,MARCAN PHARMACEUTICALS INC,02422522
90724,HEMASATE ULTRA HS0125,0555490001,CHIEF MEDICAL SUPPLIES LTD,02422557
90725,HEMASATE ULTRA HS1150,0655470003,CHIEF MEDICAL SUPPLIES LTD,02422565
90726,HEMASATE ULTRA HS1125,0655470004,CHIEF MEDICAL SUPPLIES LTD,02422573
90727,HEMASATE ULTRA HS2125,0655470005,CHIEF MEDICAL SUPPLIES LTD,02422581
90730,HEMASATE ULTRA HS3125,0655470006,CHIEF MEDICAL SUPPLIES LTD,02422603
90731,HEMASATE ULTRA HS3150,0655470007,CHIEF MEDICAL SUPPLIES LTD,02422611
90740,NAPROXEN CAPSULES 200 MG,0255210001,ACCUCAPS INDUSTRIES LIMITED,02422743
90748,RIVA-ATOMOXETINE,0150434006,LABORATOIRE RIVA INC,02422824
90749,RIVA-ATOMOXETINE,0150434007,LABORATOIRE RIVA INC,02422832
90750,EPTIFIBATIDE INJECTION,0137621001,MYLAN PHARMACEUTICALS ULC,02422840
90751,EPTIFIBATIDE INJECTION,0137621002,MYLAN PHARMACEUTICALS ULC,02422859
90754,INLYTA,0153228003,PFIZER CANADA INC,02422883
90755,INLYTA,0153228004,PFIZER CANADA INC,02422891
90756,ALPROLIX,0155510001,BIOVERATIV CANADA INC,02422905
90763,JAMP-COUGH SUPPOSITORIES ADULT,0310366003,JAMP PHARMA CORPORATION,02422964
90777,REVOLADE,0152873003,NOVARTIS PHARMACEUTICALS CANADA INC,02423049
90778,IPG-BOSENTAN,0145922001,MARCAN PHARMACEUTICALS INC,02423057
90779,IPG-BOSENTAN,0145922002,MARCAN PHARMACEUTICALS INC,02423065
90794,NIGHT TIME COLD & FLU LIQUID,0351461006,RECKITT BENCKISER (CANADA) INC,02423200
90796,JAMP-AMIODARONE,0118593002,JAMP PHARMA CORPORATION,02423227
90801,SANDOZ QUETIAPINE XR,0131858007,SANDOZ CANADA INCORPORATED,02423251
90819,MAR-ESCITALOPRAM,0150435001,MARCAN PHARMACEUTICALS INC,02423472
90821,MAR-ESCITALOPRAM,0150435003,MARCAN PHARMACEUTICALS INC,02423499
90838,EGRIFTA,0155531001,THERATECHNOLOGIES INC,02423677
90847,CISATRACURIUM BESYLATE INJECTION SINGLE DOSE,0133260001,FRESENIUS KABI CANADA LTD,02423774
90848,CISATRACURIUM BESYLATE INJECTION MULTI-DOSE,0133260001,FRESENIUS KABI CANADA LTD,02423782
90849,MOTRIMAX 12 HOUR TABLETS,0113934003,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,02423790
90876,MAR-BOSENTAN,0145922001,MARCAN PHARMACEUTICALS INC,02424037
90877,MAR-BOSENTAN,0145922002,MARCAN PHARMACEUTICALS INC,02424045
90883,CANDESARTAN CILEXETIL,0135220003,ALEMBIC PHARMACEUTICALS LIMITED,02424126
90884,CANDESARTAN CILEXETIL,0135220004,ALEMBIC PHARMACEUTICALS LIMITED,02424134
90891,MINT-PREGABALIN,0151121004,MINT PHARMACEUTICALS INC,02424193
90893,MINT-PREGABALIN,0151121006,MINT PHARMACEUTICALS INC,02424215
90894,MINT-PREGABALIN,0151121007,MINT PHARMACEUTICALS INC,02424223
90895,MINT-PREGABALIN,0151121008,MINT PHARMACEUTICALS INC,02424231
90899,"LEVONORGESTREL AND ETHINYL ESTRADIOL TABLETS, 0.1 MG/0.02 MG",0220415005,LUPIN LIMITED,02424282
90900,"LEVONORGESTREL AND ETHINYL ESTRADIOL TABLETS, 0.1 MG/0.02 MG",0220415005,LUPIN LIMITED,02424290
90906,SPF 30 HYDRATING MIST,0552875004,VICHY CANADA,02424355
90914,DROSPIRENONE AND ETHINYL ESTRADIOL TABLETS 21,0250430001,MYLAN PHARMACEUTICALS ULC,02424452
90915,DROSPIRENONE AND ETHINYL ESTRADIOL TABLETS 28,0250430001,MYLAN PHARMACEUTICALS ULC,02424460
90918,MYLAN-IMATINIB,0145503002,MYLAN PHARMACEUTICALS ULC,02424495
90919,MYLAN-IMATINIB,0145503003,MYLAN PHARMACEUTICALS ULC,02424509
90932,ZINDA-CANDESARTAN,0135220003,ZINDA PHARMA LIMITED,02424649
90933,ZINDA-CANDESARTAN,0135220004,ZINDA PHARMA LIMITED,02424657
90938,MUCINEX SINUS-ACTION MOISTURE SMART NASAL SPRAY,0101481001,RECKITT BENCKISER (CANADA) INC,02424711
90939,MUCINEX SINUS-ACTION CONGESTION & SINUS NASAL SPRAY,0101481001,RECKITT BENCKISER (CANADA) INC,02424738
90940,MUCINEX SINUS-ACTION COMPLETE CONGESTION AND SINUS PAIN,0351580003,RECKITT BENCKISER (CANADA) INC,02424746
90941,"MUCINEX SINUS-ACTION PRESSURE, PAIN & CONGESTION",0351580003,RECKITT BENCKISER (CANADA) INC,02424754
90956,ZOLEDRONIC ACID CONCENTRATE FOR INJECTION,0141761002,GENERIC MEDICAL PARTNERS INC,02424894
90980,SAFLUTAN,0155650001,PURDUE PHARMA,02425149
91038,MEMANTINE HYDROCHLORIDE TABLETS,0150423001,ALEMBIC PHARMACEUTICALS LIMITED,02425742
91051,NIGHTTIME PAIN RELIEVER,0252788001,MARCAN PHARMACEUTICALS INC,02425866
91058,IPG-CETIRIZINE,0122686002,MARCAN PHARMACEUTICALS INC,02425955
91059,IPG-CETIRIZINE,0122686001,MARCAN PHARMACEUTICALS INC,02425963
91060,IPG-CETIRIZINE,0122686003,MARCAN PHARMACEUTICALS INC,02425971
91071,GMS HPG HAND SANITIZER,0104993004,GMS SURFACE TECH LIMITED,02426102
91072,CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDE TABLETS,0244181002,ALEMBIC PHARMACEUTICALS LIMITED,02426110
91073,CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDE TABLETS,0244181003,ALEMBIC PHARMACEUTICALS LIMITED,02426129
91083,ACT VARENICLINE,0152190001,ACTAVIS PHARMA COMPANY,02426226
91084,ACT VARENICLINE,0152190002,ACTAVIS PHARMA COMPANY,02426234
91088,ATROPINE SULFATE INJECTION,0104748008,BIOSYENT PHARMA INC,02426285
91091,NIGHTCAP COMPLETE LIQUID GELS,0419805008,ACCUCAPS INDUSTRIES LIMITED,02426315
91092,DAYCAP COLD & SINUS LIQUID GELS,0319503004,ACCUCAPS INDUSTRIES LIMITED,02426323
91099,VAL-ZOLEDRONIC ACID,0141761002,VALEO PHARMA INC,02426412
91134,NEGATIVE SKIN TEST CONTROL - GLYCERIN,0106922014,JUBILANT HOLLISTERSTIER LLC,02426773
91135,ACT VARENICLINE,0252269001,ACTAVIS PHARMA COMPANY,02426781
91156,VAN-LOSARTAN-HCTZ,0233168001,VANC PHARMACEUTICALS INC,02427036
91157,VAN-LOSARTAN-HCTZ,0233168002,VANC PHARMACEUTICALS INC,02427044
91158,VAN-IRBESARTAN-HCTZ,0240086001,VANC PHARMACEUTICALS INC,02427052
91159,VAN-IRBESARTAN-HCTZ,0240086002,VANC PHARMACEUTICALS INC,02427060
91160,VAN-IRBESARTAN-HCTZ,0240086003,VANC PHARMACEUTICALS INC,02427079
91165,MAR-CETIRIZINE,0122686002,MARCAN PHARMACEUTICALS INC,02427125
91168,ASA,0101169013,SANIS HEALTH INC,02427168
91174,PENDO-IRBESARTAN-HCTZ,0240086002,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427214
91175,PENDO-IRBESARTAN,0131700003,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427222
91176,PENDO-TELMISARTAN-HCTZ,0244783001,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427230
91177,PENDO-TELMISARTAN-HCTZ,0244783002,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427249
91178,PENDO-PRAVASTATIN,0122563001,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427257
91179,PENDO-PRAVASTATIN,0122563002,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427265
91180,PENDO-GALANTAMINE ER,0144660002,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427273
91181,PENDO-TELMISARTAN,0138223001,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427281
91182,PENDO-TELMISARTAN,0138223002,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427303
91183,PENDO-PREGABALIN,0151121002,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427311
91184,PENDO-PREGABALIN,0151121005,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427338
91185,PENDO-AMIODARONE,0118593001,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427346
91186,PENDO-RISEDRONATE,0135301003,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427354
91187,PENDO-URSODIOL C,0122789001,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427362
91190,PENDO-URSODIOL C,0122789002,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427370
91191,PENDO-CITALOPRAM,0136243001,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427389
91192,PENDO-GABAPENTIN,0125929003,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427397
91201,PENDO-MONTELUKAST,0133823003,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427494
91202,PENDO-MONTELUKAST,0133823001,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427508
91203,PENDO-MONTELUKAST FC,0133823002,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427516
91212,VAN-MONTELUKAST,0133823003,VANC PHARMACEUTICALS INC,02427605
91213,VAN-MONTELUKAST,0133823001,VANC PHARMACEUTICALS INC,02427613
91214,VAN-MONTELUKAST,0133823002,VANC PHARMACEUTICALS INC,02427621
91219,PENDO-METOPROLOL-L,0111923005,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427680
91220,PENDO-METOPROLOL-L,0111923002,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427699
91221,PENDO-AMLODIPINE-ATORVASTATIN,0251555001,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427702
91222,PENDO-AMLODIPINE-ATORVASTATIN,0251555002,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427710
91223,PENDO-AMLODIPINE-ATORVASTATIN,0251555005,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427729
91224,PENDO-AMLODIPINE-ATORVASTATIN,0251555006,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02427737
